date,케데헌_콘텐츠,device,gender,age_group,국립중앙박물관,뮷즈_굿즈
2025-03-12,0.0,all,all,30s,4.29543,1.34627
2025-03-12,0.0,all,all,40s_plus,4.40643,0.71391
2025-03-12,0.0,all,all,all,5.3631,1.0886
2025-03-12,0.0,all,f,all,5.00201,0.97622
2025-03-12,0.0,all,m,all,4.7917,1.19965
2025-03-13,0.0,all,all,10s,3.87915,0.2014
2025-03-13,0.0,all,all,20s,5.11563,1.07641
2025-03-13,0.0,all,all,30s,4.62642,1.34999
2025-03-13,0.0,all,all,40s_plus,4.27055,0.65999
2025-03-13,0.0,all,all,all,5.32643,0.98801
2025-03-13,0.0,all,f,all,4.92608,0.89875
2025-03-13,0.0,all,m,all,5.00605,1.08556
2025-03-14,0.0,all,all,10s,4.85989,0.53415
2025-03-14,0.0,all,all,20s,7.11392,0.88457
2025-03-14,0.0,all,all,30s,6.1103,1.0971
2025-03-14,0.0,all,all,40s_plus,5.19152,0.63411
2025-03-14,0.0,all,all,all,6.61715,0.8752
2025-03-14,0.0,all,f,all,5.98754,0.77633
2025-03-14,0.0,all,m,all,7.17718,1.08902
2025-03-15,0.0,all,all,10s,3.94045,0.31523
2025-03-15,0.0,all,all,20s,9.36267,1.30022
2025-03-15,0.0,all,all,30s,10.28673,1.6066
2025-03-15,0.0,all,all,40s_plus,7.93072,0.91018
2025-03-15,0.0,all,all,all,8.95605,1.17414
2025-03-15,0.0,all,f,all,7.98028,0.96693
2025-03-15,0.0,all,m,all,12.10025,1.76318
2025-03-16,0.0,all,all,10s,4.20315,0.28896
2025-03-16,0.0,all,all,20s,8.89374,1.61462
2025-03-16,0.0,all,all,30s,10.08218,1.8409
2025-03-16,0.0,all,all,40s_plus,7.99327,1.03312
2025-03-16,0.0,all,all,all,8.894,1.33866
2025-03-16,0.0,all,f,all,7.62543,0.98087
2025-03-16,0.0,all,m,all,12.60155,2.34053
2025-03-17,0.0,all,all,10s,5.24518,0.90192
2025-03-17,0.0,all,all,20s,8.21698,1.43877
2025-03-17,0.0,all,all,30s,7.88426,1.56569
2025-03-17,0.0,all,all,40s_plus,6.31093,0.74626
2025-03-17,0.0,all,all,all,7.89941,1.20799
2025-03-17,0.0,all,f,all,6.36718,0.8724
2025-03-17,0.0,all,m,all,10.64131,1.99481
2025-03-18,0.0,all,all,10s,4.50087,0.77057
2025-03-18,0.0,all,all,20s,7.62016,1.42278
2025-03-18,0.0,all,all,30s,6.44501,1.4504
2025-03-18,0.0,all,all,40s_plus,5.0578,0.81744
2025-03-18,0.0,all,all,all,6.81927,1.22773
2025-03-18,0.0,all,f,all,5.83568,0.97622
2025-03-18,0.0,all,m,all,7.79948,1.70786
2025-03-19,0.0,all,all,10s,4.09807,0.35026
2025-03-19,0.0,all,all,20s,6.21336,1.03911
2025-03-19,0.0,all,all,30s,5.876,1.27561
2025-03-19,0.0,all,all,40s_plus,4.60055,0.59528
2025-03-19,0.0,all,all,all,6.21198,0.96263
2025-03-19,0.0,all,f,all,5.3956,0.83211
2025-03-19,0.0,all,m,all,6.4477,1.09593
2025-03-20,0.0,all,all,10s,3.42381,0.28896
2025-03-20,0.0,all,all,20s,6.35724,0.98049
2025-03-20,0.0,all,all,30s,6.18096,1.30908
2025-03-20,0.0,all,all,40s_plus,5.45897,0.5996
2025-03-20,0.0,all,all,all,6.69424,0.94665
2025-03-20,0.0,all,f,all,5.7613,0.73759
2025-03-20,0.0,all,m,all,7.1184,1.28262
2025-03-21,0.0,all,all,10s,3.67775,0.24518
2025-03-21,0.0,all,all,20s,5.92561,0.65544
2025-03-21,0.0,all,all,30s,6.37435,0.89999
2025-03-21,0.0,all,all,40s_plus,6.50504,0.46803
2025-03-21,0.0,all,all,all,7.12479,0.68719
2025-03-21,0.0,all,f,all,6.59962,0.55939
2025-03-21,0.0,all,m,all,6.9248,0.86084
2025-03-22,0.0,all,all,10s,2.78458,0.11383
2025-03-22,0.0,all,all,20s,6.54907,0.73537
2025-03-22,0.0,all,all,30s,7.61649,0.91859
2025-03-22,0.0,all,all,40s_plus,6.53092,0.52411
2025-03-22,0.0,all,all,all,6.90857,0.65428
2025-03-22,0.0,all,f,all,6.75302,0.61208
2025-03-22,0.0,all,m,all,7.83059,0.85047
2025-03-23,0.0,all,all,10s,2.76707,0.13134
2025-03-23,0.0,all,all,20s,6.01619,0.62346
2025-03-23,0.0,all,all,30s,6.39666,0.78098
2025-03-23,0.0,all,all,40s_plus,5.97877,0.5694
2025-03-23,0.0,all,all,all,6.21574,0.63266
2025-03-23,0.0,all,f,all,6.10995,0.57644
2025-03-23,0.0,all,m,all,6.89369,0.80898
2025-03-24,0.0,all,all,10s,3.19614,0.35901
2025-03-24,0.0,all,all,20s,5.08899,0.85793
2025-03-24,0.0,all,all,30s,4.98716,0.81074
2025-03-24,0.0,all,all,40s_plus,4.30506,0.43352
2025-03-24,0.0,all,all,all,5.43736,0.68625
2025-03-24,0.0,all,f,all,4.91213,0.61517
2025-03-24,0.0,all,m,all,5.14088,0.77441
2025-03-25,0.0,all,all,10s,3.4063,0.58669
2025-03-25,0.0,all,all,20s,5.27016,0.96983
2025-03-25,0.0,all,all,30s,4.40328,0.9595
2025-03-25,0.0,all,all,40s_plus,4.25545,0.55862
2025-03-25,0.0,all,all,all,5.29165,0.86768
2025-03-25,0.0,all,f,all,4.88424,0.77478
2025-03-25,0.0,all,m,all,4.78133,0.91961
2025-03-26,0.0,all,all,10s,2.62697,0.52539
2025-03-26,0.0,all,all,20s,5.08366,0.71938
2025-03-26,0.0,all,all,30s,4.57064,0.81074
2025-03-26,0.0,all,all,40s_plus,3.7831,0.41627
2025-03-26,0.0,all,all,all,5.06886,0.68531
2025-03-26,0.0,all,f,all,4.54953,0.56869
2025-03-26,0.0,all,m,all,4.49783,0.82627
2025-03-27,0.0,all,all,10s,4.36952,0.46409
2025-03-27,0.0,all,all,20s,5.47799,0.8899
2025-03-27,0.0,all,all,30s,4.58923,0.90743
2025-03-27,0.0,all,all,40s_plus,4.05702,0.43783
2025-03-27,0.0,all,all,all,5.71844,0.74547
2025-03-27,0.0,all,f,all,4.79437,0.66941
2025-03-27,0.0,all,m,all,5.35177,0.81244
2025-03-28,0.0,all,all,10s,4.17688,0.83187
2025-03-28,0.0,all,all,20s,4.97175,0.63412
2025-03-28,0.0,all,all,30s,4.84584,0.67313
2025-03-28,0.0,all,all,40s_plus,4.1929,0.36019
2025-03-28,0.0,all,all,all,5.35652,0.64206
2025-03-28,0.0,all,f,all,4.78972,0.55784
2025-03-28,0.0,all,m,all,5.414,0.69835
2025-03-29,0.0,all,all,10s,2.09281,0.17513
2025-03-29,0.0,all,all,20s,5.39273,0.56485
2025-03-29,0.0,all,all,30s,6.36691,0.69545
2025-03-29,0.0,all,all,40s_plus,5.64877,0.44862
2025-03-29,0.0,all,all,all,5.86039,0.52737
2025-03-29,0.0,all,f,all,5.71636,0.47881
2025-03-29,0.0,all,m,all,6.54451,0.73292
2025-03-30,0.0,all,all,10s,2.34676,0.1401
2025-03-30,0.0,all,all,20s,4.76393,0.55419
2025-03-30,0.0,all,all,30s,6.30741,0.7066
2025-03-30,0.0,all,all,40s_plus,5.13329,0.43999
2025-03-30,0.0,all,all,all,5.48437,0.53207
2025-03-30,0.0,all,f,all,5.50717,0.51445
2025-03-30,0.0,all,m,all,5.82195,0.62921
2025-03-31,0.0,all,all,10s,3.28371,0.56917
2025-03-31,0.0,all,all,20s,4.70531,0.54886
2025-03-31,0.0,all,all,30s,4.87559,0.64338
2025-03-31,0.0,all,all,40s_plus,4.17996,0.41411
2025-03-31,0.0,all,all,all,5.24371,0.6054
2025-03-31,0.0,all,f,all,4.8393,0.52375
2025-03-31,0.0,all,m,all,4.78478,0.67415
2025-04-01,0.0,all,all,10s,2.9422,0.53415
2025-04-01,0.0,all,all,20s,4.24171,0.68741
2025-04-01,0.0,all,all,30s,4.39956,0.83677
2025-04-01,0.0,all,all,40s_plus,3.89957,0.45509
2025-04-01,0.0,all,all,all,5.00023,0.73325
2025-04-01,0.0,all,f,all,4.51854,0.61363
2025-04-01,0.0,all,m,all,4.17286,0.79515
2025-04-02,0.0,all,all,10s,3.64273,0.50788
2025-04-02,0.0,all,all,20s,4.57209,0.53287
2025-04-02,0.0,all,all,30s,4.61155,0.78098
2025-04-02,0.0,all,all,40s_plus,4.06996,0.32352
2025-04-02,0.0,all,all,all,5.1309,0.59412
2025-04-02,0.0,all,f,all,4.8579,0.52065
2025-04-02,0.0,all,m,all,4.37683,0.62921
2025-04-03,0.0,all,all,10s,3.53765,0.39404
2025-04-03,0.0,all,all,20s,4.80123,0.55419
2025-04-03,0.0,all,all,30s,4.74171,0.75495
2025-04-03,0.0,all,all,40s_plus,3.92545,0.41627
2025-04-03,0.0,all,all,all,5.14876,0.6242
2025-04-03,0.0,all,f,all,4.83156,0.55164
2025-04-03,0.0,all,m,all,4.43215,0.65341
2025-04-04,0.0,all,all,10s,3.09106,0.46409
2025-04-04,0.0,all,all,20s,4.23638,0.778
2025-04-04,0.0,all,all,30s,5.32559,0.82189
2025-04-04,0.0,all,all,40s_plus,4.22094,0.53705
2025-04-04,0.0,all,all,all,5.19482,0.74359
2025-04-04,0.0,all,f,all,5.00821,0.75619
2025-04-04,0.0,all,m,all,4.51166,0.62575
2025-04-05,0.0,all,all,10s,1.8126,0.22767
2025-04-05,0.0,all,all,20s,5.58989,0.99648
2025-04-05,0.0,all,all,30s,7.57186,1.59544
2025-04-05,0.0,all,all,40s_plus,5.72426,0.71391
2025-04-05,0.0,all,all,all,6.2336,1.00963
2025-04-05,0.0,all,f,all,6.3176,1.07385
2025-04-05,0.0,all,m,all,6.46153,0.96802
2025-04-06,0.0,all,all,10s,2.40805,0.22767
2025-04-06,0.0,all,all,20s,4.59341,0.82596
2025-04-06,0.0,all,all,30s,6.05823,1.32024
2025-04-06,0.0,all,all,40s_plus,4.89172,0.97489
2025-04-06,0.0,all,all,all,5.32643,1.02091
2025-04-06,0.0,all,f,all,5.34292,1.00257
2025-04-06,0.0,all,m,all,5.48314,1.17891
2025-04-07,0.0,all,all,10s,3.12609,0.87565
2025-04-07,0.0,all,all,20s,4.23638,0.63945
2025-04-07,0.0,all,all,30s,4.55948,0.87024
2025-04-07,0.0,all,all,40s_plus,3.89094,0.53921
2025-04-07,0.0,all,all,all,5.13278,0.81974
2025-04-07,0.0,all,f,all,4.65646,0.77323
2025-04-07,0.0,all,m,all,4.06914,0.70872
2025-04-08,0.0,all,all,10s,2.78458,0.57793
2025-04-08,0.0,all,all,20s,4.58808,0.79931
2025-04-08,0.0,all,all,30s,4.92022,0.98553
2025-04-08,0.0,all,all,40s_plus,4.14545,0.71175
2025-04-08,0.0,all,all,all,5.34054,0.9222
2025-04-08,0.0,all,f,all,4.76493,0.85536
2025-04-08,0.0,all,m,all,4.66378,0.89541
2025-04-09,0.0,all,all,10s,3.2049,0.12259
2025-04-09,0.0,all,all,20s,4.39091,0.73004
2025-04-09,0.0,all,all,30s,4.87559,1.12685
2025-04-09,0.0,all,all,40s_plus,4.34388,0.73117
2025-04-09,0.0,all,all,all,5.40446,0.8893
2025-04-09,0.0,all,f,all,5.07484,0.86466
2025-04-09,0.0,all,m,all,4.28694,0.81244
2025-04-10,0.0,all,all,10s,3.09106,0.41155
2025-04-10,0.0,all,all,20s,4.32164,0.79398
2025-04-10,0.0,all,all,30s,4.43303,0.94462
2025-04-10,0.0,all,all,40s_plus,4.29643,0.52411
2025-04-10,0.0,all,all,all,5.24653,0.81316
2025-04-10,0.0,all,f,all,4.77112,0.75774
2025-04-10,0.0,all,m,all,4.3872,0.70527
2025-04-11,0.0,all,all,10s,3.63397,0.4028
2025-04-11,0.0,all,all,20s,4.59341,0.49557
2025-04-11,0.0,all,all,30s,5.54501,0.85536
2025-04-11,0.0,all,all,40s_plus,4.36114,0.51117
2025-04-11,0.0,all,all,all,5.59529,0.69377
2025-04-11,0.0,all,f,all,5.27163,0.63222
2025-04-11,0.0,all,m,all,4.79861,0.68452
2025-04-12,0.0,all,all,10s,1.85639,0.1401
2025-04-12,0.0,all,all,20s,5.40338,0.48491
2025-04-12,0.0,all,all,30s,6.67931,0.66569
2025-04-12,0.0,all,all,40s_plus,5.64015,0.58234
2025-04-12,0.0,all,all,all,5.98166,0.57532
2025-04-12,0.0,all,f,all,6.00613,0.5408
2025-04-12,0.0,all,m,all,6.08815,0.71564
2025-04-13,0.0,all,all,10s,2.83712,0.12259
2025-04-13,0.0,all,all,20s,8.44079,0.60748
2025-04-13,0.0,all,all,30s,9.51318,0.76239
2025-04-13,0.0,all,all,40s_plus,7.60935,0.60607
2025-04-13,0.0,all,all,all,8.34782,0.66086
2025-04-13,0.0,all,f,all,7.98958,0.59038
2025-04-13,0.0,all,m,all,9.81158,0.80553
2025-04-14,0.0,all,all,10s,3.92294,0.53415
2025-04-14,0.0,all,all,20s,11.65405,0.78333
2025-04-14,0.0,all,all,30s,10.72557,1.0004
2025-04-14,0.0,all,all,40s_plus,6.86092,0.62548
2025-04-14,0.0,all,all,all,9.7222,0.84512
2025-04-14,0.0,all,f,all,8.43121,0.76083
2025-04-14,0.0,all,m,all,11.26707,0.95419
2025-04-15,0.0,all,all,10s,4.11558,0.61295
2025-04-15,0.0,all,all,20s,10.24192,0.94852
2025-04-15,0.0,all,all,30s,10.12309,1.55453
2025-04-15,0.0,all,all,40s_plus,6.22681,1.08489
2025-04-15,0.0,all,all,all,9.1027,1.28037
2025-04-15,0.0,all,f,all,7.5743,1.19471
2025-04-15,0.0,all,m,all,10.76231,1.37597
2025-04-16,0.0,all,all,10s,4.45709,0.71803
2025-04-16,0.0,all,all,20s,7.91857,0.71405
2025-04-16,0.0,all,all,30s,7.49748,0.95578
2025-04-16,0.0,all,all,40s_plus,5.32309,0.65352
2025-04-16,0.0,all,all,all,7.49518,0.894
2025-04-16,0.0,all,f,all,6.54383,0.78563
2025-04-16,0.0,all,m,all,7.79948,0.92999
2025-04-17,0.0,all,all,10s,3.64273,0.53415
2025-04-17,0.0,all,all,20s,7.38036,0.72471
2025-04-17,0.0,all,all,30s,7.92889,0.88512
2025-04-17,0.0,all,all,40s_plus,5.86015,0.61254
2025-04-17,0.0,all,all,all,7.85146,0.8329
2025-04-17,0.0,all,f,all,6.96222,0.69265
2025-04-17,0.0,all,m,all,7.45721,0.94036
2025-04-18,0.0,all,all,10s,2.63572,0.3415
2025-04-18,0.0,all,all,20s,7.14057,0.60748
2025-04-18,0.0,all,all,30s,8.05533,0.75867
2025-04-18,0.0,all,all,40s_plus,6.89759,0.44646
2025-04-18,0.0,all,all,all,8.0329,0.66086
2025-04-18,0.0,all,f,all,7.38525,0.57644
2025-04-18,0.0,all,m,all,7.7407,0.66378
2025-04-19,0.0,all,all,10s,2.30297,0.15761
2025-04-19,0.0,all,all,20s,8.04646,0.73537
2025-04-19,0.0,all,all,30s,10.26813,0.81445
2025-04-19,0.0,all,all,40s_plus,7.90915,0.55215
2025-04-19,0.0,all,all,all,8.49447,0.64864
2025-04-19,0.0,all,f,all,8.40487,0.59658
2025-04-19,0.0,all,m,all,9.60069,0.85047
2025-04-20,0.0,all,all,10s,2.12784,0.06129
2025-04-20,0.0,all,all,20s,7.41767,0.61281
2025-04-20,0.0,all,all,30s,8.86236,0.83305
2025-04-20,0.0,all,all,40s_plus,6.95151,0.54352
2025-04-20,0.0,all,all,all,7.545,0.62702
2025-04-20,0.0,all,f,all,7.16521,0.57334
2025-04-20,0.0,all,m,all,9.04753,0.78824
2025-04-21,0.0,all,all,10s,2.5394,0.1401
2025-04-21,0.00532,all,all,20s,6.64499,0.79398
2025-04-21,0.00743,all,all,30s,6.83922,0.70288
2025-04-21,0.0,all,all,40s_plus,5.59054,0.50685
2025-04-21,0.00752,all,all,all,7.25358,0.6618
2025-04-21,0.00309,all,f,all,6.15644,0.59658
2025-04-21,0.00345,all,m,all,6.89714,0.70527
2025-04-22,0.0,all,all,10s,2.40805,0.21015
2025-04-22,0.0,all,all,20s,5.45134,0.56485
2025-04-22,0.0,all,all,30s,5.82394,0.73264
2025-04-22,0.0,all,all,40s_plus,4.79898,0.46156
2025-04-22,0.0,all,all,all,6.13301,0.6289
2025-04-22,0.0,all,f,all,5.408,0.58263
2025-04-22,0.0,all,m,all,5.52808,0.57044
2025-04-23,0.0,all,all,10s,2.53064,0.28021
2025-04-23,0.0,all,all,20s,6.04817,0.66609
2025-04-23,0.0,all,all,30s,6.26278,1.05991
2025-04-23,0.0,all,all,40s_plus,5.46113,0.48744
2025-04-23,0.0,all,all,all,6.7779,0.74077
2025-04-23,0.0,all,f,all,5.95964,0.74844
2025-04-23,0.0,all,m,all,6.20224,0.63958
2025-04-24,0.0,all,all,10s,3.03852,0.33274
2025-04-24,0.01598,all,all,20s,5.851,0.59149
2025-04-24,0.01487,all,all,30s,5.90204,0.74751
2025-04-24,0.00431,all,all,40s_plus,5.48054,0.47019
2025-04-24,0.01974,all,all,all,6.78636,0.65428
2025-04-24,0.00929,all,f,all,6.02937,0.55629
2025-04-24,0.01037,all,m,all,5.81503,0.72255
2025-04-25,0.12259,all,all,10s,3.01225,0.29772
2025-04-25,0.18117,all,all,20s,6.81551,0.52222
2025-04-25,0.21198,all,all,30s,8.01442,0.74751
2025-04-25,0.13372,all,all,40s_plus,6.47916,0.43568
2025-04-25,0.25005,all,all,all,7.94547,0.63642
2025-04-25,0.1751,all,f,all,7.3837,0.56094
2025-04-25,0.18668,all,m,all,6.9732,0.59809
2025-04-26,0.09632,all,all,10s,2.92469,0.10507
2025-04-26,0.06394,all,all,20s,7.68943,0.54353
2025-04-26,0.04462,all,all,30s,8.89955,0.63594
2025-04-26,0.03019,all,all,40s_plus,7.01406,0.44215
2025-04-26,0.0705,all,all,all,7.73772,0.5349
2025-04-26,0.04958,all,f,all,7.78349,0.48966
2025-04-26,0.05877,all,m,all,8.29386,0.60155
2025-04-27,0.0788,all,all,10s,3.01225,0.18388
2025-04-27,0.04263,all,all,20s,6.78354,0.5009
2025-04-27,0.02603,all,all,30s,8.0888,0.5876
2025-04-27,0.02372,all,all,40s_plus,6.50073,0.47234
2025-04-27,0.05264,all,all,all,7.07591,0.53207
2025-04-27,0.03873,all,f,all,7.12182,0.47881
2025-04-27,0.03457,all,m,all,7.64044,0.63267
2025-04-28,0.04378,all,all,10s,3.37127,0.32399
2025-04-28,0.05861,all,all,20s,6.31994,0.65544
2025-04-28,0.04462,all,all,30s,7.00286,0.65454
2025-04-28,0.02372,all,all,40s_plus,6.21171,0.48097
2025-04-28,0.06392,all,all,all,7.82608,0.61762
2025-04-28,0.04958,all,f,all,6.72668,0.56559
2025-04-28,0.0242,all,m,all,6.89023,0.6707
2025-04-29,0.01751,all,all,10s,3.77408,0.44658
2025-04-29,0.03197,all,all,20s,6.61835,0.55952
2025-04-29,0.01487,all,all,30s,7.2855,0.70288
2025-04-29,0.01078,all,all,40s_plus,7.05504,0.41842
2025-04-29,0.02914,all,all,all,8.58378,0.62984
2025-04-29,0.02169,all,f,all,7.32946,0.59968
2025-04-29,0.01037,all,m,all,7.51253,0.52549
2025-04-30,0.02626,all,all,10s,4.86865,0.27145
2025-04-30,0.01065,all,all,20s,7.90791,0.70872
2025-04-30,0.02975,all,all,30s,8.94417,0.55041
2025-04-30,0.02156,all,all,40s_plus,8.2262,0.32568
2025-04-30,0.0282,all,all,all,10.06909,0.54994
2025-04-30,0.02789,all,f,all,8.96581,0.49276
2025-04-30,0.01728,all,m,all,8.54969,0.50129
2025-05-01,0.01751,all,all,10s,5.84063,0.28896
2025-05-01,0.01598,all,all,20s,8.62197,0.53287
2025-05-01,0.01859,all,all,30s,8.95905,0.78842
2025-05-01,0.01941,all,all,40s_plus,9.73815,0.57156
2025-05-01,0.02632,all,all,all,10.06439,0.65522
2025-05-01,0.02479,all,f,all,9.78553,0.64307
2025-05-01,0.01037,all,m,all,10.00518,0.67415
2025-05-02,0.01751,all,all,10s,6.05078,0.18388
2025-05-02,0.01065,all,all,20s,7.4976,0.5755
2025-05-02,0.0,all,all,30s,9.76979,0.95206
2025-05-02,0.01078,all,all,40s_plus,9.14718,0.55862
2025-05-02,0.01222,all,all,all,10.05687,0.72761
2025-05-02,0.01394,all,f,all,9.61353,0.68181
2025-05-02,0.0,all,m,all,9.54883,0.70527
2025-05-03,0.00875,all,all,10s,4.85113,0.22767
2025-05-03,0.00532,all,all,20s,9.78365,0.8526
2025-05-03,0.00743,all,all,30s,13.98713,1.34999
2025-05-03,0.00647,all,all,40s_plus,12.97774,0.85411
2025-05-03,0.01128,all,all,all,12.48131,0.97015
2025-05-03,0.01084,all,f,all,12.6011,1.02736
2025-05-03,0.0,all,m,all,13.95332,0.97493
2025-05-04,0.0,all,all,10s,4.42206,0.25394
2025-05-04,0.0,all,all,20s,9.81029,0.62879
2025-05-04,0.00743,all,all,30s,14.63051,1.20123
2025-05-04,0.01294,all,all,40s_plus,14.55439,0.78724
2025-05-04,0.0094,all,all,all,13.26157,0.86298
2025-05-04,0.01239,all,f,all,13.30771,0.86156
2025-05-04,0.0,all,m,all,15.35004,0.96456
2025-05-05,0.03502,all,all,10s,4.62346,0.28021
2025-05-05,0.0,all,all,20s,8.77651,0.778
2025-05-05,0.01487,all,all,30s,12.78217,1.19379
2025-05-05,0.00862,all,all,40s_plus,13.34871,1.28763
2025-05-05,0.01222,all,all,all,12.05828,1.1826
2025-05-05,0.01859,all,f,all,12.22766,1.03976
2025-05-05,0.0,all,m,all,13.51771,1.46931
2025-05-06,0.03502,all,all,10s,3.44133,0.15761
2025-05-06,0.02664,all,all,20s,7.30043,0.80997
2025-05-06,0.01115,all,all,30s,7.80988,1.10454
2025-05-06,0.01294,all,all,40s_plus,7.61582,0.79156
2025-05-06,0.02162,all,all,all,7.76404,0.88742
2025-05-06,0.02169,all,f,all,7.78659,0.95608
2025-05-06,0.01382,all,m,all,8.19014,0.75021
2025-05-07,0.00875,all,all,10s,5.22767,0.35901
2025-05-07,0.00532,all,all,20s,6.13343,0.60215
2025-05-07,0.0,all,all,30s,5.47435,0.73636
2025-05-07,0.00431,all,all,40s_plus,5.45034,0.62548
2025-05-07,0.00658,all,all,all,7.60517,0.76709
2025-05-07,0.00619,all,f,all,6.19828,0.64307
2025-05-07,0.0,all,m,all,6.03975,0.78478
2025-05-08,0.0,all,all,10s,6.05078,0.28896
2025-05-08,0.01598,all,all,20s,6.41052,0.63945
2025-05-08,0.0,all,all,30s,5.4446,0.91859
2025-05-08,0.00215,all,all,40s_plus,5.06427,0.57803
2025-05-08,0.00564,all,all,all,8.3215,0.78683
2025-05-08,0.00464,all,f,all,6.24477,0.71745
2025-05-08,0.00345,all,m,all,5.79429,0.70872
2025-05-09,0.00875,all,all,10s,5.26269,0.49036
2025-05-09,0.01065,all,all,20s,6.35191,0.63945
2025-05-09,0.00743,all,all,30s,6.95079,0.82189
2025-05-09,0.01078,all,all,40s_plus,5.88603,0.53274
2025-05-09,0.01974,all,all,all,9.03595,0.73043
2025-05-09,0.01239,all,f,all,6.74528,0.72519
2025-05-09,0.00691,all,m,all,7.0458,0.60847
2025-05-10,0.0,all,all,10s,4.12434,0.21015
2025-05-10,0.0,all,all,20s,7.21517,0.64478
2025-05-10,0.00371,all,all,30s,8.40864,0.61363
2025-05-10,0.00431,all,all,40s_plus,6.87602,0.51332
2025-05-10,0.00564,all,all,all,7.58824,0.58754
2025-05-10,0.00309,all,f,all,7.63473,0.59038
2025-05-10,0.00345,all,m,all,8.11408,0.57735
2025-05-11,0.03502,all,all,10s,4.00175,0.22767
2025-05-11,0.0,all,all,20s,6.62368,0.58616
2025-05-11,0.01115,all,all,30s,6.86526,0.60991
2025-05-11,0.01294,all,all,40s_plus,6.09093,0.4896
2025-05-11,0.01504,all,all,all,6.74406,0.54806
2025-05-11,0.02014,all,f,all,6.63061,0.49741
2025-05-11,0.0,all,m,all,7.22904,0.71218
2025-05-12,0.0,all,all,10s,6.59369,0.69176
2025-05-12,0.02664,all,all,20s,6.50644,0.75135
2025-05-12,0.00371,all,all,30s,6.5417,1.06735
2025-05-12,0.00215,all,all,40s_plus,5.71348,0.50254
2025-05-12,0.01034,all,all,all,10.01269,0.8423
2025-05-12,0.00929,all,f,all,6.73133,0.68955
2025-05-12,0.00345,all,m,all,7.0458,1.01987
2025-05-13,0.00875,all,all,10s,6.41856,0.61295
2025-05-13,0.0,all,all,20s,6.08014,0.73537
2025-05-13,0.00371,all,all,30s,6.15493,1.05247
2025-05-13,0.00647,all,all,40s_plus,5.17642,0.64489
2025-05-13,0.00752,all,all,all,9.52573,0.90058
2025-05-13,0.00774,all,f,all,6.55623,0.7066
2025-05-13,0.0,all,m,all,5.87035,1.15471
2025-05-14,0.01751,all,all,10s,5.4028,0.57793
2025-05-14,0.0,all,all,20s,6.24,0.66076
2025-05-14,0.01859,all,all,30s,5.72724,0.85164
2025-05-14,0.0,all,all,40s_plus,5.04701,0.50685
2025-05-14,0.0094,all,all,all,9.13184,0.76051
2025-05-14,0.00619,all,f,all,6.17813,0.62447
2025-05-14,0.01037,all,m,all,5.81158,0.86776
2025-05-15,0.0,all,all,10s,5.04378,0.53415
2025-05-15,0.01598,all,all,20s,5.29681,0.64478
2025-05-15,0.0,all,all,30s,5.307,0.84049
2025-05-15,0.00431,all,all,40s_plus,4.85721,0.56725
2025-05-15,0.00658,all,all,all,8.44089,0.78025
2025-05-15,0.00619,all,f,all,5.752,0.63067
2025-05-15,0.00345,all,m,all,5.31374,0.9127
2025-05-16,0.0,all,all,10s,5.08756,0.19264
2025-05-16,0.0,all,all,20s,5.94159,0.60748
2025-05-16,0.0,all,all,30s,6.05452,0.72148
2025-05-16,0.00431,all,all,40s_plus,5.44387,0.59313
2025-05-16,0.0047,all,all,all,8.73419,0.71445
2025-05-16,0.00309,all,f,all,6.30675,0.58573
2025-05-16,0.0,all,m,all,6.14693,0.78478
2025-05-17,0.0,all,all,10s,2.89842,0.14886
2025-05-17,0.0,all,all,20s,7.11392,0.49557
2025-05-17,0.0,all,all,30s,8.16318,0.71776
2025-05-17,0.0,all,all,40s_plus,6.97308,0.48313
2025-05-17,0.0,all,all,all,7.37015,0.56686
2025-05-17,0.0,all,f,all,7.60839,0.50825
2025-05-17,0.0,all,m,all,7.55056,0.68798
2025-05-18,0.00875,all,all,10s,4.11558,0.28021
2025-05-18,0.0,all,all,20s,5.95225,0.54886
2025-05-18,0.0,all,all,30s,6.87269,0.71776
2025-05-18,0.00215,all,all,40s_plus,6.42308,0.5845
2025-05-18,0.00658,all,all,all,6.80987,0.63736
2025-05-18,0.00154,all,f,all,6.6771,0.58418
2025-05-18,0.00345,all,m,all,7.27398,0.7675
2025-05-19,0.00875,all,all,10s,5.21015,0.3415
2025-05-19,0.00532,all,all,20s,5.36608,0.72471
2025-05-19,0.01115,all,all,30s,5.56361,0.76239
2025-05-19,0.00215,all,all,40s_plus,5.04917,0.48097
2025-05-19,0.0094,all,all,all,8.99271,0.71445
2025-05-19,0.00929,all,f,all,5.88062,0.63842
2025-05-19,0.0,all,m,all,5.68366,0.66032
2025-05-20,0.0,all,all,10s,5.18388,0.49912
2025-05-20,0.0,all,all,20s,5.0357,0.58083
2025-05-20,0.00371,all,all,30s,4.86072,0.56528
2025-05-20,0.00215,all,all,40s_plus,4.79466,0.44215
2025-05-20,0.0047,all,all,all,8.3967,0.6571
2025-05-20,0.00309,all,f,all,5.5707,0.52685
2025-05-20,0.0,all,m,all,5.08902,0.63267
2025-05-21,0.00875,all,all,10s,5.08756,0.59544
2025-05-21,0.0,all,all,20s,6.08014,0.5755
2025-05-21,0.01487,all,all,30s,5.5822,0.66569
2025-05-21,0.00647,all,all,40s_plus,5.08368,0.46803
2025-05-21,0.0094,all,all,all,8.35158,0.6618
